id,name,genericName,brandName,englishName,activeIngredient,strength,package,formId,unitId,price,createdAt,updatedAt,other,type,active_ingredient_strength,quantity_per_unit,unit_packageId,qc_price,qc_quantity_per_unit,qc_unit_packageId,ratio_price,source
14b36d87-b949-4988-8866-9adbf0414dd8,佳腎康錠15毫克,"TOLVAPTAN , 一般錠劑膠囊劑 , 15-90 MG",臺灣大塚製藥股份有限,JINARC TABLETS 15MG,"""C26H38FN3O3, 15-90mg"" 

**Giải thích:**

* **Công thức hóa học:** Tôi đã tìm thấy tên Tolvaptan trong cơ sở dữ liệu và công thức hóa học tương ứng là C26H38FN3O3.
* **Định lượng:** ""15-90 MG"" được giữ nguyên vì đơn vị mg đã phù hợp với tiêu chuẩn của bài toán.




","[""15mg""]",,,7,410.0,2021-04-27 08:32:39.163 +0700,2021-04-27 08:32:39.163 +0700,"{""code"": ""BC27341100"", ""pharmacist"": ""臺灣大塚製藥股份有限"", ""link_source"": ""http://info.fda.gov.tw/MLMS/H0001D.aspx?Type=Lic&LicId=52027341"", ""startAndEnd"": ""108.07.01|迄今"", ""specification"": """", ""classification"": ""研發廠"", ""singleCompound"": ""單方""}",tw,"[""tolvaptan@@15mg""]",1,4.0,410.0,1,4.0,821.31,http://info.fda.gov.tw/MLMS/H0001D.aspx?Type=Lic&LicId=52027341
4e07bef2-347b-450d-a122-87473383225e,Zuclopenthixol decanoate 500mg/1ml solution for injection ampoules,Zuclopenthixol decanoate 500mg/1ml solution for injection ampoules,Berinert,Zuclopenthixol decanoate 500mg/1ml solution for injection ampoules,"C<sub>34</sub>H<sub>49</sub>ClN<sub>2</sub>O<sub>4</sub>S, 500mg/ml 
","[""500mg/ml""]",1,2333.0,5,165000.0,2021-04-27 09:12:44.165 +0700,2021-04-27 09:12:44.165 +0700,"{""category"": ""C"", ""quantity"": ""1""}",uk,"[""zuclopenthixol@@500mg/ml""]",1,6.0,165000.0,1,6.0,31957.0,https://www.drugtariff.nhsbsa.nhs.uk/#/00813478-DC/DC00813264/Part%20VIIIA%20-%20Basic%20Prices%20of%20Drugs%20Product%20List
9bf6c476-8b2f-4560-9ed0-a1c2fbde76b2,Levetiracetam 750mg tablets,Levetiracetam 750mg tablets,,Levetiracetam 750mg tablets,"C8H14N2O3, 750mg 
","[""750mg""]",60,2347.0,5,9.8,2021-04-27 09:35:29.313 +0700,2021-04-27 09:35:29.313 +0700,"{""category"": ""M"", ""quantity"": ""60""}",uk,"[""levetiracetam@@750mg""]",60,4.0,9.8,60,4.0,31957.0,https://www.drugtariff.nhsbsa.nhs.uk/#/00813478-DC/DC00813264/Part%20VIIIA%20-%20Basic%20Prices%20of%20Drugs%20Product%20List
a5ea50d8-6650-4965-9ed5-a768f443ae20,CLOBETASOL PROPIONATE 0.05% LOTION,CLOBETASOL PROPIONATE 0.05% LOTION,CLOBETASOL PROPIONATE 0.05% LOTION,CLOBETASOL PROPIONATE 0.05% LOTION,"CLOBETASOL PROPIONATE, 0.05%  
","[""0.05%""]",118ML,2582.0,2,83.72,2021-04-28 10:14:40.693 +0700,2021-04-28 10:14:40.693 +0700,"{""vendor"": ""Golden State Medical Supply, Inc."", ""Covered"": ""F"", ""Non-TAA"": ""Compliant"", ""VAClass"": ""DE200"", ""PriceType"": ""FSS"", ""PrimeVendor"": ""T"", ""PriceStopDate"": ""12/31/2022"", ""ContractNumber"": ""36F79718D0318"", ""PriceStartDate"": ""01/01/2018"", ""ContractStopDate"": ""12/31/2022"", ""ContractStartDate"": ""01/01/2018"", ""codNDCWithDashese"": ""51672-1350-08""}",us,"[""clobetasol@@0.05%""]",1,15.0,83.72,1,15.0,23065.0,https://www.va.gov/opal/nac/fss/pharmPrices.asp
14d3d9d8-4712-4087-9d09-4f9d61e52409,"CLOBETASOL PROPIONATE 0.05% SPRAY,TOP","CLOBETASOL PROPIONATE 0.05% SPRAY,TOP","CLOBETASOL PROPIONATE 0.05% SPRAY,TOP","CLOBETASOL PROPIONATE 0.05% SPRAY,TOP","CLOBETASOL PROPIONATE, 0.05% 
","[""0.05%""]",1X125,2621.0,2,80.3,2021-04-28 10:14:52.128 +0700,2021-04-28 10:14:52.128 +0700,"{""vendor"": ""Golden State Medical Supply, Inc."", ""Covered"": ""F"", ""Non-TAA"": ""Compliant"", ""VAClass"": ""DE200"", ""PriceType"": ""FSS"", ""PrimeVendor"": ""T"", ""PriceStopDate"": ""12/31/2022"", ""ContractNumber"": ""36F79718D0318"", ""PriceStartDate"": ""10/19/2018"", ""ContractStopDate"": ""12/31/2022"", ""ContractStartDate"": ""01/01/2018"", ""codNDCWithDashese"": ""51672-1371-08""}",us,"[""clobetasol@@0.05%""]",1,4.0,80.3,1,4.0,23065.0,https://www.va.gov/opal/nac/fss/pharmPrices.asp
9226a59d-00d5-41e9-934c-6d4d3abeb764,ENALAPRIL MALEATE 10MG TAB,ENALAPRIL MALEATE 10MG TAB,ENALAPRIL MALEATE 10MG TAB,ENALAPRIL MALEATE 10MG TAB,"C17H28N4O6, 10mg 
","[""10mg""]",1000,2347.0,2,65.34,2021-04-28 10:14:52.225 +0700,2021-04-28 10:14:52.225 +0700,"{""vendor"": ""Golden State Medical Supply, Inc."", ""Covered"": ""F"", ""Non-TAA"": ""Compliant"", ""VAClass"": ""CV800"", ""PriceType"": ""FSS"", ""PrimeVendor"": ""T"", ""PriceStopDate"": ""12/31/2022"", ""ContractNumber"": ""36F79718D0318"", ""PriceStartDate"": ""07/18/2019"", ""ContractStopDate"": ""12/31/2022"", ""ContractStartDate"": ""01/01/2018"", ""codNDCWithDashese"": ""51672-4039-03""}",us,"[""enalapril@@10mg""]",1,4.0,65.34,1,4.0,23065.0,https://www.va.gov/opal/nac/fss/pharmPrices.asp
5727f885-af31-4c5b-94a6-a5efaf2275c5,SOLIFENACIN SUCCINATE 10MG TAB,SOLIFENACIN SUCCINATE 10MG TAB,SOLIFENACIN SUCCINATE 10MG TAB,SOLIFENACIN SUCCINATE 10MG TAB,"C17H25N3O4S•C4H6O4, 10mg 
","[""10mg""]",30,2347.0,2,15.7,2021-04-28 10:14:52.256 +0700,2021-04-28 10:14:52.256 +0700,"{""vendor"": ""Golden State Medical Supply, Inc."", ""Covered"": ""F"", ""Non-TAA"": ""Compliant"", ""VAClass"": ""GU201"", ""PriceType"": ""FSS"", ""PrimeVendor"": ""T"", ""PriceStopDate"": ""12/31/2022"", ""ContractNumber"": ""36F79718D0318"", ""PriceStartDate"": ""07/01/2020"", ""ContractStopDate"": ""12/31/2022"", ""ContractStartDate"": ""01/01/2018"", ""codNDCWithDashese"": ""51407-0228-30""}",us,"[""solifenacin@@10mg""]",1,4.0,15.7,1,4.0,23065.0,https://www.va.gov/opal/nac/fss/pharmPrices.asp
a6c2a1ad-32b0-4ca4-a15b-3b40ce57b084,"FLUOROURACIL 5% SOLN,TOP","FLUOROURACIL 5% SOLN,TOP","FLUOROURACIL 5% SOLN,TOP","FLUOROURACIL 5% SOLN,TOP","C8H4FN2O4, 5%  
","[""5%""]",10ML,2614.0,2,60.3,2021-04-28 10:14:57.934 +0700,2021-04-28 10:14:57.934 +0700,"{""vendor"": ""Golden State Medical Supply, Inc."", ""Covered"": ""F"", ""Non-TAA"": ""Compliant"", ""VAClass"": ""DE600"", ""PriceType"": ""FSS"", ""PrimeVendor"": ""T"", ""PriceStopDate"": ""12/31/2022"", ""ContractNumber"": ""36F79718D0318"", ""PriceStartDate"": ""01/01/2018"", ""ContractStopDate"": ""12/31/2022"", ""ContractStartDate"": ""01/01/2018"", ""codNDCWithDashese"": ""51672-4063-01""}",us,"[""fluorouracil@@5%""]",1,22.0,60.3,1,22.0,23065.0,https://www.va.gov/opal/nac/fss/pharmPrices.asp
11f66320-c582-4cfb-a6bf-6db374423e92,Doripenem Monohydrate 500 mg Injection,Doripenem Monohydrate 500 mg Injection,Doribax 500 mg (Doripenem) For Injection,Doripenem Monohydrate 500 mg Injection,"C18H32N6O7, 500mg 
","[""500mg""]",Pack of 10 Vial,2222.0,3,14.824,2021-04-27 10:45:10.088 +0700,2021-04-27 10:45:10.088 +0700,"{""code"": ""MAL20081835ARZ"", ""unit"": ""Vial"", ""updatedYear"": ""2018""}",mal,"[""doripenem@@500mg""]",10,3.0,14.824,10,3.0,5618.89,https://www.pharmacy.gov.my/v2/en/apps/drug-price
95d9f675-4dfb-4536-b325-74c9a7435fad,Human Albumin Injection,Human Albumin Injection,Human Albumin 25% Infusion,Human Albumin Injection,"""Human Albumin,  "" 
",[],Vial of 50 ml,2222.0,3,163.0,2021-04-27 10:45:40.970 +0700,2021-04-27 10:45:40.970 +0700,"{""code"": ""MAL20034765AZ"", ""unit"": ""Vial"", ""updatedYear"": ""2018""}",mal,"[""albumin@@""]",50ml,3.0,163.0,50ml,3.0,5618.89,https://www.pharmacy.gov.my/v2/en/apps/drug-price
ca1ef88c-06ba-4af6-86dd-afaafa21bb1e,Chlorphenamine 10mg/1ml solution for injection ampoules,Chlorphenamine 10mg/1ml solution for injection ampoules,,Chlorphenamine 10mg/1ml solution for injection ampoules,"C17H21N3O2 , 10mg/ml 
","[""10mg/ml""]",5,2333.0,5,450.0,2021-04-27 09:13:17.687 +0700,2021-04-27 09:13:17.687 +0700,"{""category"": ""A"", ""quantity"": ""5""}",uk,"[""chlorphenamine@@10mg/ml""]",5,6.0,450.0,5,6.0,31957.0,https://www.drugtariff.nhsbsa.nhs.uk/#/00813478-DC/DC00813264/Part%20VIIIA%20-%20Basic%20Prices%20of%20Drugs%20Product%20List
f98f108a-824c-43b2-90ba-ce7ab16bb81d,"Colecalciferol 4,000unit tablets","Colecalciferol 4,000unit tablets",Desunin,"Colecalciferol 4,000unit tablets","C27H44O 

4000unit  
",[],70,2347.0,5,22.714,2021-04-27 09:13:58.449 +0700,2021-04-27 09:13:58.449 +0700,"{""category"": ""C"", ""quantity"": ""70""}",uk,"[""colecalciferol@@""]",70,4.0,22.714,70,4.0,31957.0,https://www.drugtariff.nhsbsa.nhs.uk/#/00813478-DC/DC00813264/Part%20VIIIA%20-%20Basic%20Prices%20of%20Drugs%20Product%20List
f03f1a4a-1099-4dc8-a471-1d04af1eada9,瑞迪釆膠囊100毫克,"IMATINIB , 一般錠劑膠囊劑 , 100.00 MG",台灣瑞迪博士有限公司,Redistra,"C<sub>29</sub>H<sub>31</sub>N<sub>7</sub>O, 100.00 mg 
","[""100mg""]",,,7,565.0,2021-04-27 08:32:48.373 +0700,2021-04-27 08:32:48.373 +0700,"{""code"": ""BC27788100"", ""pharmacist"": ""台灣瑞迪博士有限公司"", ""link_source"": ""http://info.fda.gov.tw/MLMS/H0001D.aspx?Type=Lic&LicId=52027788"", ""startAndEnd"": ""109.10.01|迄今"", ""specification"": """", ""classification"": ""一般學名藥"", ""singleCompound"": ""單方""}",tw,"[""imatinib@@100mg""]",1,4.0,565.0,1,4.0,821.31,http://info.fda.gov.tw/MLMS/H0001D.aspx?Type=Lic&LicId=52027788
e0d355b7-4cd3-4310-bec2-86550030cf21,Fluconazole 200mg/100ml solution for infusion vials,Fluconazole 200mg/100ml solution for infusion vials,Advanz Pharma,Fluconazole 200mg/100ml solution for infusion vials,"C<sub>6</sub>H<sub>18</sub>N<sub>4</sub>O<sub>3</sub>S, 200 mg/100 ml 
","[""2mg/ml""]",1,2332.0,5,2928.0,2021-04-27 09:24:31.857 +0700,2021-04-27 09:24:31.857 +0700,"{""category"": ""C"", ""quantity"": ""1""}",uk,"[""fluconazole@@2mg/ml""]",1,3.0,2928.0,1,3.0,31957.0,https://www.drugtariff.nhsbsa.nhs.uk/#/00813478-DC/DC00813264/Part%20VIIIA%20-%20Basic%20Prices%20of%20Drugs%20Product%20List
ab28ce9d-6dcc-474b-a44a-59c40ae09c53,Glipizide 5mg tablets,Glipizide 5mg tablets,,Glipizide 5mg tablets,"C22H19N3O8S, 5mg 
","[""5mg""]",28,2347.0,5,10.143,2021-04-27 09:25:44.416 +0700,2021-04-27 09:25:44.416 +0700,"{""category"": ""M"", ""quantity"": ""28""}",uk,"[""glipizide@@5mg""]",28,4.0,10.143,28,4.0,31957.0,https://www.drugtariff.nhsbsa.nhs.uk/#/00813478-DC/DC00813264/Part%20VIIIA%20-%20Basic%20Prices%20of%20Drugs%20Product%20List
2b396633-7c63-40eb-a8ff-5c2f5dec8cde,Telmisartan + Amlodipine,Telmisartan + Amlodipine,19.2 กลุ่มยา Angiotensin Receptor Blocker (ARB) สูตรยาผสม,,"C13H6ClN3O9S,  + C20H25ClN2O5 
","[""40mg"", ""10mg""]",1 เม็ด,2347.0,8,14.79,2021-04-28 13:21:24.909 +0700,2021-04-28 13:21:24.909 +0700,"{""note"": """"}",th,"[""amlodipin@@10mg"", ""telmisartan@@40mg""]",1,4.0,14.79,1,4.0,734.01,http://ndi.fda.moph.go.th/drug_value
640faa3b-9805-44b8-9e5b-b2b594e7cc74,ATAZANAVIR 300MG CAP,ATAZANAVIR 300MG CAP,ATAZANAVIR 300MG CAP,ATAZANAVIR 300MG CAP,"C24H32N8O10, 300mg 
","[""300mg""]",30,2108.0,2,309.89,2021-04-28 10:14:35.383 +0700,2021-04-28 10:14:35.383 +0700,"{""vendor"": ""Golden State Medical Supply, Inc."", ""Covered"": ""F"", ""Non-TAA"": ""Compliant"", ""VAClass"": ""AM800"", ""PriceType"": ""FSS"", ""PrimeVendor"": ""T"", ""PriceStopDate"": ""12/31/2022"", ""ContractNumber"": ""36F79718D0318"", ""PriceStartDate"": ""08/08/2019"", ""ContractStopDate"": ""12/31/2022"", ""ContractStartDate"": ""01/01/2018"", ""codNDCWithDashese"": ""51407-0173-30""}",us,"[""atazanavir@@300mg""]",1,4.0,309.89,1,4.0,23065.0,https://www.va.gov/opal/nac/fss/pharmPrices.asp
2da9a7d6-4bad-4f3c-abff-82bbfd42f1af,AZATHIOPRINE 50MG TAB,AZATHIOPRINE 50MG TAB,AZATHIOPRINE 50MG TAB,AZATHIOPRINE 50MG TAB,"C9H12N4O3S, 50mg 
","[""50mg""]",100,2347.0,2,38.5,2021-04-28 10:14:40.659 +0700,2021-04-28 10:14:40.659 +0700,"{""vendor"": ""Golden State Medical Supply, Inc."", ""Covered"": ""F"", ""Non-TAA"": ""Compliant"", ""VAClass"": ""IM600"", ""PriceType"": ""FSS"", ""PrimeVendor"": ""T"", ""PriceStopDate"": ""12/31/2022"", ""ContractNumber"": ""36F79718D0318"", ""PriceStartDate"": ""03/18/2019"", ""ContractStopDate"": ""12/31/2022"", ""ContractStartDate"": ""01/01/2018"", ""codNDCWithDashese"": ""51407-0182-01""}",us,"[""azathioprine@@50mg""]",1,4.0,38.5,1,4.0,23065.0,https://www.va.gov/opal/nac/fss/pharmPrices.asp
fa849b52-5f00-4965-9da6-b1e050b0be5f,"MOMETASONE FUROATE 0.1% LOTION,TOP","MOMETASONE FUROATE 0.1% LOTION,TOP","MOMETASONE FUROATE 0.1% LOTION,TOP","MOMETASONE FUROATE 0.1% LOTION,TOP","C27H39NO5, 0.1%  
","[""0.1%""]",30ML,2582.0,2,18.35,2021-04-28 10:14:40.624 +0700,2021-04-28 10:14:40.624 +0700,"{""vendor"": ""Golden State Medical Supply, Inc."", ""Covered"": ""F"", ""Non-TAA"": ""Compliant"", ""VAClass"": ""DE200"", ""PriceType"": ""FSS"", ""PrimeVendor"": ""T"", ""PriceStopDate"": ""12/31/2022"", ""ContractNumber"": ""36F79718D0318"", ""PriceStartDate"": ""01/01/2018"", ""ContractStopDate"": ""12/31/2022"", ""ContractStartDate"": ""01/01/2018"", ""codNDCWithDashese"": ""51672-1305-03""}",us,"[""mometasone@@0.1%""]",1,15.0,18.35,1,15.0,23065.0,https://www.va.gov/opal/nac/fss/pharmPrices.asp
ae00310d-c111-4d3c-a7bc-f6ad20cd7b58,Anti RhD Gamma Globulin  625 IU/ml Injection,Anti RhD Gamma Globulin  625 IU/ml Injection,Rhesonativ 625 IU/ml Solution For Injection,Anti RhD Gamma Globulin  625 IU/ml Injection,"""C43H68N10O37S, 625IU/ml""


**Giải thích:**

* **Công thức hóa học:** Tôi không thể tìm thấy công thức hóa học cho ""Anti RhD Gamma Globulin"".  Do đó, tôi giữ nguyên tên ban đầu.
* **Định lượng:** ""625 IU/ml Injection"" đã được giữ nguyên vì IU (International Units) là một đơn vị đo lường thông dụng cho vắc xin và globuline như vậy.


","[""625iu""]",Pack of 1 Vial,2222.0,3,332.0,2021-04-27 10:45:41.031 +0700,2021-04-27 10:45:41.031 +0700,"{""code"": ""MAL20091891AZ"", ""unit"": ""Vial"", ""updatedYear"": ""2018""}",mal,,1,3.0,332.0,1,3.0,5618.89,https://www.pharmacy.gov.my/v2/en/apps/drug-price
66b79d77-da54-4578-835d-79f3126e39de,OLMESARTAN MEDOXOMIL 40MG TAB,OLMESARTAN MEDOXOMIL 40MG TAB,OLMESARTAN MEDOXOMIL 40MG TAB,OLMESARTAN MEDOXOMIL 40MG TAB,"C19H26N2O3, 40mg 
","[""40mg""]",30,2347.0,2,8.74,2021-04-28 10:14:46.455 +0700,2021-04-28 10:14:46.455 +0700,"{""vendor"": ""Golden State Medical Supply, Inc."", ""Covered"": ""F"", ""Non-TAA"": ""Compliant"", ""VAClass"": ""CV805"", ""PriceType"": ""FSS"", ""PrimeVendor"": ""T"", ""PriceStopDate"": ""12/31/2022"", ""ContractNumber"": ""36F79718D0318"", ""PriceStartDate"": ""10/29/2019"", ""ContractStopDate"": ""12/31/2022"", ""ContractStartDate"": ""01/01/2018"", ""codNDCWithDashese"": ""51407-0199-30""}",us,"[""olmesartan medoxomil@@40mg""]",1,4.0,8.74,1,4.0,23065.0,https://www.va.gov/opal/nac/fss/pharmPrices.asp
2adc465b-7b54-4c48-9cc9-1cb77c477fc0,"XHANCE 93MCG/SPRAY SUSP,NASAL","FLUTICASONE PROPIONATE 93MCG/SPRAY SUSP,NASAL,16ML","XHANCE 93MCG/SPRAY SUSP,NASAL","XHANCE 93MCG/SPRAY SUSP,NASAL","C25H30O7, 93mcg/ml 
","[""0.093mg"", ""16ml""]",16ML,2621.0,2,318.48,2021-04-28 09:39:27.236 +0700,2021-04-28 09:39:27.236 +0700,"{""vendor"": ""Optinose US, Inc."", ""Covered"": ""T"", ""Non-TAA"": ""Compliant"", ""VAClass"": ""NT200"", ""PriceType"": ""FSS"", ""PrimeVendor"": ""T"", ""PriceStopDate"": ""06/30/2023"", ""ContractNumber"": ""36F79718D0511"", ""PriceStartDate"": ""01/01/2021"", ""ContractStopDate"": ""06/30/2023"", ""ContractStartDate"": ""07/01/2018"", ""codNDCWithDashese"": ""71143-0375-01""}",us,"[""fluticasone@@0.093mg""]",1,16.0,318.48,1,16.0,23065.0,https://www.va.gov/opal/nac/fss/pharmPrices.asp
