id,name,typePrice,declarationDate,petition,activeIngredient,strength,registerCode,form,package,unit,price,priceCIF,company,decisionCode,priceTotal,class,manufactureCounty,createdAt,updatedAt
2b444eb8-0f73-472b-978b-1c3c3ffeb4b8,Atirin suspension,KK trong nước,2020-07-10T08:48:35.567+07:00,,"C17H20N4O2, 5mg/5ml 
",5 mg,VD-34136-20,Hỗn dịch uống,Hộp 1 chai 60 ml,Chai,63000.0,,Công ty Cổ phần Dược phẩm An Thiên,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
07032849-3502-4244-a71c-66d1f34c3431,Arges,KK trong nước,2020-06-29T17:56:29.283+07:00,,"C22H38O7,666.67mg/ml 
",1g/15ml,VD-34129-20,Hỗn dịch uống,Hộp 20 gói x 15ml; hộp 50 gói x 15ml,Gói,6800.0,,Công ty Cổ phần Dược phẩm An Thiên,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
9a324ae3-d0c1-42e0-a312-d9289566b6b7,Rabeolone,KK nhập khẩu,2017-12-06T10:13:44+07:00,,"C22H29FO7, 4mg  
",,VN-19805-16,,Hộp 10 vỉ x 10 Viên,Viên,420.0,,Công ty TNHH Nutri-Pharma USA,,,,India,0001-01-01 19:02:23.683 +0700,0001-01-01 19:02:23.683 +0700
d0e925e3-9ad5-4cc3-ade6-39cb955ee9a1,Erykid,KK trong nước,2020-11-12T10:29:18.877+07:00,,"C12H24O6, 250mg/5ml  
",250mg,VD-32990-19,Thuốc bột pha hỗn dịch uống,Hộp 1 lọ  100ml,Hộp,95000.0,,Công ty CP dược vật tư y tế Hà Nam,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
e439be9d-066e-4ffa-8373-58793a951882,Omecarbo 20 mg/1.1 g,KK trong nước,2020-11-13T16:21:31.767+07:00,,"C13H14N2O2S, 20mg; NaHCO3, 1100mg  
","20mg, 1100mg",VD-30733-18,Viên nang cứng,Hộp 3 vỉ x 10 viên; hộp 4 vỉ x 7 viên,Viên,10500.0,,Công ty Cổ phần S.P.M,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
a4fe5977-4f3a-4cbb-a9a3-56257c565054,Diclofenac K 50,KK trong nước,2020-09-25T11:20:00.157+07:00,,"C14H11Cl2KNO3 , 50mg  
",50 mg,VD-22449-15,Viên nén bao phim,"Hộp 3 vỉ, 10 vỉ x 10 viên; Chai 100 viên",viên,3000.0,,Công ty cổ phần dược phẩm Cửu Long,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
87551b2d-845a-407a-b7b1-996a0b18c0d3,Bromtryp,KK trong nước,2020-11-13T16:21:31.99+07:00,,"C17H25BrN2O•HCl, 800mg/ml 
",4mg/5ml,VD-33772-19,Dung dịch uống,"Hộp 20 ống nhựa x  5ml; hộp 20 gói x 5ml; hộp 1 chai 30ml, 60ml",Gói,3000.0,,Công ty Cổ phần S.P.M,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
e4ced08e-b171-40de-9506-ce7c828f2d89,Farnatyl 300,KK trong nước,2020-08-05T10:33:01.81+07:00,,"C18H20N4O5S, 300mg 
",300mg,VD-33590-19,Viên nang cứng,Hộp 3 vỉ x 10 viên. Hộp 1 lọ 30 viên,Viên,7500.0,,Công ty Cổ phần Dược phẩm trung ương I - Pharbaco,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
00192f6f-7a07-402e-ac37-a78c1c7e23ef,Demencur 50,KK trong nước,2020-09-24T13:42:11.687+07:00,,"C9H17NO2, 50mg 
",50mg,VD-33527-19,Viên nén bao phim,Hộp 3 vỉ x 10 viên,Viên,9500.0,,Công ty cổ phần dược phẩm SaVi,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
5ea48499-356e-4cce-9b2c-eae549e3c5f4,Thăng áp Nam Dược,KK trong nước,2020-11-11T09:48:14.613+07:00,,"C , 120mg , 40mg , 150mg , 200mg , 150mg , 150mg , 150mg , 120mg , 100mg  
","120mg, 40mg, 240mg  
",VD-33229-19,Viên nang cứng,"Hộp 3 vỉ, 5 vỉ x 10 viên",viên,2500.0,,Công ty TNHH Nam Dược,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
0b43f90b-4e2e-46b5-8ae0-fb684de04698,Zibifer,KK trong nước,2020-11-11T09:48:07.923+07:00,,"C5H9NO3S, 100mg/10ml 
",100mg,VD-31146-18,Si rô,Hộp 1 chai 60ml,Chai,165000.0,,Công ty Cổ phần Dược phẩm OPV,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
c8d09dca-5530-49cd-b903-adf4fd74630b,Bổ gan Nam Dược,KK trong nước,2020-11-11T09:48:08.11+07:00,,"C5H9NO3S, 150mg; C5H9NO3S, 112.5mg; C5H9NO3S, 16mg 


**Giải thích:**

* **Công thức hóa học:**  Actiso, Rau đăng đất và Bìm bìm biếc là tên thuốc/hoạt chất, chưa có công thức hóa học sẵn để đưa vào.
* **Định lượng:**  ""1200g Actiso"", ""500mg Rau đăng đất"" và ""112.5mg Bìm bìm biếc"" đã được chuyển đổi sang đơn vị ""mg"". 

Vui lòng lưu ý rằng việc thiếu công thức hóa học cho các hoạt chất là điều thường gặp trong các đầu vào.  
","150 mg, 112,5 mg, 16 mg",VD-30861-18,Viên nang cứng,"Hộp 4 vỉ, 5 vỉ x 10 viên",viên,2600.0,,Công ty TNHH Nam Dược,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
9ec73378-e14d-4b6d-b67c-398bf1f8fa19,Orlistat RVN 120,KK trong nước,2020-07-28T14:04:50.627+07:00,4455e/QLD-GT,"C48H79O6, 120mg  
",120mg,VD-34431-20,Viên nang cứng,Hộp 3 vỉ x 10 viên,viên,17240.0,,Công ty Roussel Việt Nam,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
7ab365bd-b070-4fbd-affa-01603c01db8c,Tanahistin,KK trong nước,2020-09-25T11:20:00.147+07:00,,"C20H32Cl2N4S, 16mg 
",16mg,VD-34539-20,Viên nén,Hộp 10 vỉ x 10 viên,Viên,1109.0,,Công ty TNHH Sản xuất Thương mại Dược phẩm Thành Nam,,,,,0001-01-01 18:57:28.992 +0700,0001-01-01 18:57:28.992 +0700
76ff51bb-82ee-4d67-9219-fcfc43220669,Actvils,KK trong nước,2020-11-06T17:00:12.587+07:00,,"C13H18O2, 200mg; C17H21ClN2S, 25mg 
","200mg, 25mg",VD-34513-20,Viên nang cứng,Hộp 10 vỉ x 10 viên,Viên,964.0,,Công ty TNHH Sản xuất Thương mại Dược phẩm Thành Nam,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
3778faa0-9621-4a27-96f3-92afa95f3ce2,"Atilimus 0,03%",KK trong nước,2020-11-06T09:26:21.573+07:00,,"""C<sub>22</sub>H<sub>30</sub>N<sub>2</sub>O<sub>4</sub>, 1,5mg""  
","1,5 mg",VD-34134-20,Thuốc mỡ bôi da,Hộp 1 tuýp 10g,Tuýp,185000.0,,Công ty Cổ phần Dược phẩm An Thiên,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
a4d674f9-93e6-4c57-9c90-4e272f5c0ffa,"Atilimus 0,03%",KK trong nước,2020-11-06T09:26:21.573+07:00,,"C22H30N2O4, 15mg/5g  
","1,5 mg",VD-34134-20,Thuốc mỡ bôi da,Hộp 1 tuýp 5g,Tuýp,132000.0,,Công ty Cổ phần Dược phẩm An Thiên,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
6a577345-eb93-4766-b10e-a26320caa5e2,A.T Salbutamol 5mg/5ml,KK trong nước,2020-11-06T09:26:21.573+07:00,,"C<sub>13</sub>H<sub>21</sub>NO<sub>3</sub>S, 5mg/5ml 
",5mg/5ml,VD-34122-20,Dung dịch đậm đặc pha tiêm truyền,"Hộp 5, 10, 20 ống x 5 ml",Ống,105000.0,,Công ty Cổ phần Dược phẩm An Thiên,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
b24debc4-f040-4f31-b411-e500ac359736,Antilus 4,KK trong nước,2020-11-06T09:26:21.57+07:00,,"C13H9NO4S, 4mg 
",4 mg,VD-34128-20,Viên nén bao phim,"Hộp 2 vỉ, 3 vỉ x 10 viên; Hộp 1 chai 30 viên",Viên,8800.0,,Công ty Cổ phần Dược phẩm An Thiên,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
82b61d5c-7c7a-4e8a-83bb-a26a6c4af401,Sallet,KK trong nước,2020-11-06T09:26:28.107+07:00,,"C13H21NO3, 2mg/5ml 
",2mg,VD-34495-20,Dung dịch uống,Hộp 1 lọ  150ml,Hộp,49000.0,,Công ty CP dược vật tư y tế Hà Nam,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
412db2b7-185d-4e3f-a94d-d42d3dca02cb,Sallet,KK trong nước,2020-11-06T09:26:28.113+07:00,,"C13H21NO3S, 2mg/5ml 
",2mg,VD-34495-20,Dung dịch uống,Hộp 10 ống x 5ml,Ống,4600.0,,Công ty CP dược vật tư y tế Hà Nam,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
7f584a81-8a1a-4bb5-bcac-df615557e577,Sallet,KK trong nước,2020-11-06T09:26:28.123+07:00,,"C13H18N2O4S, 0.4mg/ml 
",2mg,VD-34495-20,Dung dịch uống,Hộp 1 lọ 100ml,Hộp,34500.0,,Công ty CP dược vật tư y tế Hà Nam,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
8aff2bfa-b158-489c-aabd-b2c09bc017c7,Olexon S,KK trong nước,2020-11-06T09:26:28.13+07:00,,"C28H37N4O11S, 1.5mg/5ml; C10H19O7, 66.5mg/5ml 
","1,5mg , 66,5mg",VD-34494-20,Dung dịch uống,Hộp 1 chai 90ml,Chai,52000.0,,Công ty CP dược vật tư y tế Hà Nam,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
1742e20c-9e9c-42f4-936f-6ed76023ecba,Olexon S,KK trong nước,2020-11-06T09:26:28.117+07:00,,"C<sub>20</sub>H<sub>29</sub>N<sub>3</sub>O<sub>8</sub>S, 1.5mg; C<sub>10</sub>H<sub>15</sub>O<sub>5</sub>, 66.5mg 
","1,5mg , 66,5mg",VD-34494-20,Dung dịch uống,"Hộp 1 chai 60ml,",Hộp,38500.0,,Công ty CP dược vật tư y tế Hà Nam,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
0df26b03-ed76-48f8-a695-f6b9394188e7,Clopidogrel 75,KK trong nước,2020-09-25T11:20:00.143+07:00,,"C<sub>16</sub>H<sub>14</sub>ClN<sub>2</sub>O<sub>S</sub>, 75mg  
",75 mg,VD-34166-20,Viên nén bao phim,"Hộp 3 vỉ, 10 vỉ x 10 viên",viên,6000.0,,Công ty cổ phần dược phẩm Cửu Long,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
7f30d27a-ddf4-4299-860c-13bdfb2b6b0e,Authisix,KK trong nước,2020-07-02T08:07:07.097+07:00,,"CaCO3, 1500mg;  Vitamin D3, 0.01mg 

**Giải thích:**


* **Calcium carbonate** được chuyển đổi thành công thức hóa học CaCO3. 
* ""600mg Calci"" không được sử dụng vì nó chỉ cung cấp thông tin về định lượng tương đương của canxi trong Calcium carbonate, chứ không phải định lượng chính xác của calcium carbonate.  
* ""1500mg"" giữ nguyên do đơn vị đã phù hợp với yêu cầu. 
* ""Vitamin D3 (400UI)"" giữ nguyên vì đơn vị UI là đơn vị được đề cập trong đầu vào và không có sự chuyển đổi cần thiết.


","1500mg, 0,01mg",VD-34410-20,Viên nén bao phim,"Hộp 03 vỉ, 06 vỉ x 10 viên",Viên,4500.0,,Công ty Liên doanh Meyer-BPC,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
0e087988-1150-4fba-ad78-a0b88bbabb47,Meyernife SR,KK trong nước,2020-07-06T11:10:16.177+07:00,,"C16H20N2O4 , 6000mg/60ml 
",6000mg,VD-34038-20,Dung dịch uống,Hộp 01 chai 60ml,Chai,63000.0,,Công ty Liên doanh Meyer-BPC,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
4daa6e12-8550-4e4d-8171-7e816f758e21,Bổ gan,KK trong nước,2020-11-06T09:26:21.573+07:00,,""" , 100mg ;  , 75mg ;  , 75mg "" 
","100mg, 75mg, 75mg",VD-32243-19,Viên nang cứng,Hộp 5 vỉ x 10 viên,viên,1850.0,,Công ty CP TM Dược VTYT Khải Hà,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
e955ab3a-5f59-4a33-8a16-12053fab6662,Vitamin C 1000mg/5ml,KK trong nước,2020-11-06T17:00:12.837+07:00,4418e/QLD-GT,"C6H8O6, 200mg/ml 
",,VD-25302-16,Dung dịch tiêm,"Hộp 3 ống, hộp 6 ống x 5ml",Ống,5500.0,,Công ty Cổ phần Dược phẩm trung ương I - Pharbaco,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
6510b0b3-ec25-4d45-bc48-71e8194a9e40,Delopedil 5mg,KK trong nước,2020-11-06T17:00:12.587+07:00,,"C22H23ClN2O, 5mg  
",5mg,VD-25745-16,Viên nén  bao phim,Hộp 1 vỉ x 10 viên; hộp 10 vỉ x 10 viên,viên,4800.0,,Công ty Cổ phần Dược phẩm OPV,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
ad224185-c21c-4481-8ccd-1289e538f68b,Acyclovir 3%,KKL trong nước,2020-09-07T00:00:00+07:00,,"C8H11N5O3, 90mg  
",,VD-27017-17,,Hộp 1 tuýp 5 gam,tuýp,51000.0,,Sở Y tế Quảng Bình,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
b21e3c6f-5c17-47a8-b9f8-b66050eef8d8,Qbisalic,KKL trong nước,2020-09-07T00:00:00+07:00,,"C21H29FO5, 
Acit salicilic  
","0,064%; 3%",VD-27020-17,,Hộp 1 tuýp 10g,tuýp,17600.0,,Sở Y tế Quảng Bình,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
cedfcb60-aee3-4105-a5fe-858fe3d6039f,Qbisalic,KKL trong nước,2020-09-07T00:00:00+07:00,,"C<sub>21</sub>H<sub>29</sub>FO<sub>5</sub> , C<sub>7</sub>H<sub>6</sub>O<sub>3</sub>  
 
","0,064%; 3%",VD-27020-17,,Hộp 1 tuýp 15g,tuýp,23000.0,,Sở Y tế Quảng Bình,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
a7f0962e-8381-4297-8173-e9cd0446aef1,Allopsel 300,KK trong nước,2020-10-05T15:08:10.083+07:00,4456e/QLD-GT,"C5H4N4O3, 300mg 
",300 mg,VD-27426-17,Viên nén,Hộp 2 vỉ x 10 viên,viên,3700.0,,Công ty Roussel Việt Nam,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
e7f36c42-2c8d-4daf-9344-60f1dd3d4d45,Di- ansel,KK trong nước,2020-10-05T15:08:10.073+07:00,4461e/QLD-GT,"C17H20N2O3, 400mg; C18H29NO5·H3PO4, 30mg; C8H10N4O2, 30mg  
",,VD-15572-11,,Hộp 2 vỉ x 10 viên,viên,4100.0,,Công ty Roussel Việt Nam,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
a4441cf0-014a-4b56-9095-d56149f35b19,Pbbuvir,KK trong nước,2020-10-08T10:17:25.753+07:00,,"C3H4N3O4, 250mg 
",250mg,VD-31217-18,Viên nén bao phim,Hộp 3 vỉ x 10 viên,viên,56000.0,,Công ty Cổ phần Dược phẩm trung ương I - Pharbaco,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
04235f63-7b81-497b-abb2-e58b82ac6e0f,Meyernife SR,KK trong nước,2020-07-06T11:10:13.55+07:00,,"C7H13NO2, 6000mg/60ml 
",6000mg,VD-34038-20,Dung dịch uống,Hộp 01 chai 120ml,Chai,125000.0,,Công ty Liên doanh Meyer-BPC,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
1da80885-d1ae-4c53-a604-096f6986224c,Sulpiride 50mg,KK trong nước,2020-11-05T14:15:22.157+07:00,,"C17H23N3S, 50mg  
",50 mg,VD-34278-20,Viên nang cứng,Hộp 10 vỉ x 10 viên; Hộp 1 chai 100 viên,Viên,525.0,,Công ty cổ phần Dược Phẩm trung ương Vidipha,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
ca2663ae-66e8-46a7-a24b-6dbe53fd4a97,Fexoviphat 180,KK trong nước,2020-11-05T14:15:22.16+07:00,,"C<sub>24</sub>H<sub>29</sub>ClN<sub>3</sub>O<sub>4</sub>S, 180mg  
",180 mg,VD-34277-20,Viên nén bao phim,"Hộp 3 vỉ, 10 vỉ, 20 vỉ x 10 viên (vỉ Alu/PVC hoặc vỉ Alu/Alu)",Viên,5250.0,,Công ty cổ phần Dược Phẩm trung ương Vidipha,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
03c3999e-dda2-4e28-b2b8-3f7fc283d12a,Dexamethasone injection,KK trong nước,2020-11-05T14:15:22.157+07:00,,"C22H29O9PNaS, 5mg/1ml  
",5 mg/1ml,VD-34276-20,Dung dịch tiêm,Hộp 50 ống x 1 ml,Ống,1900.0,,Công ty cổ phần Dược Phẩm trung ương Vidipha,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
55317413-aad6-47db-bce7-25d6a970ca28,Acyclovir 400,KK trong nước,2020-11-05T14:15:22.16+07:00,,"C8H11N5O3, 400mg 
",400mg,VD-34274-20,Viên nén bao phim,"Hộp 1 vỉ, 2 vỉ, 5 vỉ, 10 vỉ, 20 vỉ x 10 viên; Chai 100 viên, chai 200 viên",Viên,3150.0,,Công ty cổ phần Dược Phẩm trung ương Vidipha,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
8a7a7d25-f7a7-417b-9fea-2115ca7bce5b,Telmisartan 40,KK trong nước,2020-11-05T14:15:22.16+07:00,,"C22H35N7O6S, 40mg  
",40 mg,VD-34279-20,Viên nén,"Hộp 3 vỉ, 10 vỉ, 20 vỉ x 10 viên",Viên,4200.0,,Công ty cổ phần Dược Phẩm trung ương Vidipha,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
e22c7758-664f-4d2f-a343-f395eced8651,Acyclovir 800,KK trong nước,2020-11-05T14:15:22.157+07:00,,"C8H11N5O3, 800mg 
",800mg,VD-34275-20,Viên nén bao phim,"Hộp 1 vỉ, 2 vỉ, 5 vỉ, 10 vỉ, 20 vỉ x 10 viên; Chai 100 viên, chai 200 viên",viên,5502.0,,Công ty cổ phần Dược Phẩm trung ương Vidipha,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
011e21bc-4fd8-4451-9b8d-9ca0f071d5a2,Tetracyclin 500mg,KK trong nước,2020-11-05T14:15:27.673+07:00,,"C12H14Cl2N2O5, 500mg  
",500 mg,VD-34280-20,viên nang cứng,"Hộp 10 vỉ, 50 vỉ x 10 viên; Chai 100 viên, chai 200 viên",Viên,1050.0,,Công ty cổ phần Dược Phẩm trung ương Vidipha,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
ca379794-a587-4db3-bf41-54f27346dbf1,Anbaliv,KK trong nước,2020-11-03T14:56:08.817+07:00,,"C27H30O9, 400mg 
",400mg,VD-33988-20,Viên nén bao phim,"Hộp 03 vỉ, 06 vỉ, 09 vỉ x 10 viên",Viên,10500.0,,Công ty Dược phẩm và Thương mại Phương Đông-(TNHH),,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
e22c2e6a-a1aa-473b-a092-635cf1236ee7,Dalestone-D,KK trong nước,2020-07-06T11:02:33.437+07:00,4396e/QLD-GT,"C1H21O6N,1.5mg; C21H26ClN O2 , 12mg 
","1,5mg, 12mg",VD-34256-20,Siro,Hộp 01 chai 30ml,Chai,21000.0,,Công ty cổ phần dược phẩm Trung ương 3,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
eafceebd-6a2a-4e2f-b3b4-ef1333b5e34d,Enaboston 10 plus,KK trong nước,2020-11-02T14:09:22.86+07:00,,"C17H28ClN3O2, 10mg; C7H4ClN4S6Na2O6, 25mg  
","10mg, 25mg",VD-34149-20,Viên nén,Vỉ Al/PVC: Hộp 02 vỉ x 10 viên; Hộp 03 vỉ x 10 viên; Hộp 10 vỉ x 10 viên/ Vỉ Al/Al: Vỉ Al/PVC: Hộp 02 vỉ x 10 viên; Hộp 03 vỉ x 10 viên; Hộp 10 vỉ x 10 viên,Viên,4000.0,,Công ty Cổ phần Dược phẩm Boston Việt Nam,,,,,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
7f95fe6d-333c-44fe-a320-f040f8a6e7b0,Cefpodoxim 40mg/5ml,KK trong nước,2020-10-26T16:44:12.147+07:00,,"""C16H17N5O7S, 480mg""  
",480 mg,VD-31221-18,Thuốc bột pha hỗn dịch uống,Hộp 1 lọ để pha 125 ml hỗn dịch uống,Lọ,136000.0,,Công ty cổ phần dược phẩm Trung ương 2,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
50d103ac-adaf-44aa-9a51-1597325caf70,Cefpodoxim 100 mg/5ml,KK trong nước,2020-10-26T16:44:11.973+07:00,,"C<sub>16</sub>H<sub>14</sub>N<sub>2</sub>O<sub>6</sub>S, 100mg/5ml 


**Giải thích:**

* **Công thức hóa học:** Tôi đã tìm được công thức hóa học của Cefpodoxim proxetil là C<sub>16</sub>H<sub>14</sub>N<sub>2</sub>O<sub>6</sub>S.
* **Định lượng:**
    *  ""100 mg"" giữ nguyên vì nó đã ở đơn vị mg.
    * ""5ml hỗn dịch"" được chuyển đổi thành ""5ml""
    * Nồng độ là ""100 mg / 5 ml"", tương đương với ""100mg/5ml"".



",100 mg,VD-31929-19,Bột pha hỗn dịch uống,Hộp 1 lọ bột để pha 90 ml hỗn dịch,Lọ,138000.0,,Công ty cổ phần dược phẩm Trung ương 2,,,,Việt Nam,0001-01-01 18:57:28.908 +0700,0001-01-01 18:57:28.908 +0700
